timestamp,x,y
2025-03-06T15:53:45.2070042-05:00,1066,724
2025-03-06T15:53:46.4613950-05:00,72,785
2025-03-06T15:53:47.5008305-05:00,1759,813
2025-03-06T15:53:48.3723960-05:00,316,743
2025-03-06T15:53:49.3101855-05:00,2020,961
2025-03-06T15:53:50.2599681-05:00,436,927
2025-03-06T15:53:51.1601781-05:00,2532,520
2025-03-06T15:53:52.0137889-05:00,1278,338
2025-03-06T15:53:52.9875241-05:00,1102,1449
2025-03-06T15:53:53.7890633-05:00,1196,1276
2025-03-06T15:53:54.6693751-05:00,849,1769
2025-03-06T15:53:55.6216827-05:00,1086,1289
2025-03-06T15:53:56.7267748-05:00,2725,816
2025-03-06T15:53:57.6233792-05:00,2595,342
2025-03-06T15:53:58.5194435-05:00,2602,709
2025-03-06T15:53:59.2939284-05:00,2147,789
2025-03-06T15:54:00.4678003-05:00,63,360
2025-03-06T15:54:01.5192877-05:00,2773,1615
2025-03-06T15:54:02.6641410-05:00,58,1298
2025-03-06T15:54:03.5641320-05:00,1643,1721
2025-03-06T15:54:04.8058971-05:00,2346,1684
2025-03-06T15:54:05.8877446-05:00,775,177
2025-03-06T15:54:06.7938885-05:00,887,1422
2025-03-06T15:54:07.7507634-05:00,1662,740
2025-03-06T15:54:08.7436848-05:00,203,600
2025-03-06T15:54:09.7521250-05:00,2053,816
2025-03-06T15:54:10.6966440-05:00,2538,25
2025-03-06T15:54:11.6551597-05:00,174,1386
2025-03-06T15:54:12.5183659-05:00,2257,86
2025-03-06T15:54:13.2887961-05:00,2871,473
2025-03-06T15:54:14.2128836-05:00,1201,88
2025-03-06T15:54:14.9595873-05:00,1856,134
2025-03-06T15:54:15.7886724-05:00,455,614
2025-03-06T15:54:16.6309264-05:00,207,1118
2025-03-06T15:54:18.2641760-05:00,2089,1725
2025-03-06T15:54:19.2397451-05:00,869,90
2025-03-06T15:54:20.3034034-05:00,2751,184
2025-03-06T15:54:21.2598134-05:00,282,1332
2025-03-06T15:54:22.1864966-05:00,876,1534
2025-03-06T15:54:23.2501728-05:00,2316,548
2025-03-06T15:54:24.1104676-05:00,1164,161
2025-03-06T15:54:25.1473220-05:00,356,553
2025-03-06T15:54:26.1925933-05:00,2852,1686
2025-03-06T15:54:27.3148012-05:00,2189,1624
2025-03-06T15:54:28.4938504-05:00,1515,1267
2025-03-06T15:54:29.4316896-05:00,682,735
2025-03-06T15:54:30.4574121-05:00,1575,145
2025-03-06T15:54:31.3360845-05:00,1876,213
2025-03-06T15:54:32.2517440-05:00,2337,340
2025-03-06T15:54:33.2962883-05:00,790,1091
2025-03-06T15:54:34.4455965-05:00,227,455
2025-03-06T15:54:35.2926968-05:00,1382,238
2025-03-06T15:54:36.1973260-05:00,2206,171
2025-03-06T15:54:37.2513906-05:00,1222,466
2025-03-06T15:54:38.7923595-05:00,2789,1105
2025-03-06T15:54:39.7763897-05:00,1632,1315
2025-03-06T15:54:41.0601006-05:00,219,412
2025-03-06T15:54:42.1843968-05:00,1929,520
2025-03-06T15:54:43.2798859-05:00,2522,685
2025-03-06T15:54:44.7460604-05:00,1246,879
2025-03-06T15:54:45.5528370-05:00,1404,622
2025-03-06T15:54:46.6391181-05:00,373,1443
2025-03-06T15:54:47.6551516-05:00,2794,220
2025-03-06T15:54:50.5682922-05:00,971,411
2025-03-06T15:54:51.9774645-05:00,216,525
2025-03-06T15:54:53.8891025-05:00,2954,525
2025-03-06T15:54:55.1226855-05:00,1135,266
2025-03-06T15:54:56.2611618-05:00,1255,1530
2025-03-06T15:54:57.1877527-05:00,1817,975
2025-03-06T15:54:58.1261776-05:00,781,537
2025-03-06T15:54:59.3506724-05:00,2795,1650
2025-03-06T15:55:00.5899918-05:00,2594,1184
2025-03-06T15:55:02.3235935-05:00,403,580
2025-03-06T15:55:03.4198329-05:00,2659,1493
2025-03-06T15:55:04.3676841-05:00,887,1771
2025-03-06T15:55:05.2809531-05:00,1229,998
2025-03-06T15:55:06.2845464-05:00,1888,330
2025-03-06T15:55:07.1726196-05:00,2959,344
2025-03-06T15:55:08.2009161-05:00,1324,1173
2025-03-06T15:55:08.9901641-05:00,2266,1534
2025-03-06T15:55:10.0523074-05:00,2592,517
2025-03-06T15:55:10.9930944-05:00,2672,171
2025-03-06T15:55:11.9275691-05:00,2119,604
2025-03-06T15:55:14.6804761-05:00,621,70
2025-03-06T15:55:15.9703275-05:00,2333,1798
2025-03-06T15:55:17.1055272-05:00,825,736
2025-03-06T15:55:18.3488166-05:00,2789,370
2025-03-06T15:55:19.6470065-05:00,1188,1273
2025-03-06T15:55:20.6054400-05:00,2868,78
2025-03-06T15:55:21.6787575-05:00,1029,1591
2025-03-06T15:55:22.7299333-05:00,2659,485
2025-03-06T15:55:23.7221379-05:00,1838,907
2025-03-06T15:55:24.6637020-05:00,1560,683
2025-03-06T15:55:25.7341230-05:00,2496,514
2025-03-06T15:55:26.8180527-05:00,944,1798
2025-03-07T20:23:11.8328269-05:00,1332,270
2025-03-07T20:23:12.9034369-05:00,670,992
2025-03-07T20:23:13.7115558-05:00,778,354
2025-03-07T20:23:14.7707119-05:00,1634,1038
2025-03-07T20:23:15.6398331-05:00,882,872
2025-03-07T20:23:16.4960752-05:00,385,709
2025-03-07T20:23:17.3959795-05:00,1527,867
2025-03-07T20:23:18.4085073-05:00,149,674
2025-03-07T20:23:19.2324574-05:00,55,209
2025-03-07T20:23:20.3127036-05:00,1497,335
2025-03-07T20:23:21.8065262-05:00,1770,1017
2025-03-07T20:23:22.7940053-05:00,203,1094
2025-03-07T20:23:23.6051552-05:00,371,336
2025-03-07T20:23:24.5402937-05:00,1497,241
2025-03-07T20:23:25.4151289-05:00,730,809
2025-03-07T20:23:26.2454366-05:00,1462,525
2025-03-07T20:23:27.9075897-05:00,1728,986
2025-03-07T20:23:28.5062344-05:00,1421,754
2025-03-07T20:23:29.7032203-05:00,822,160
2025-03-07T20:23:30.9502958-05:00,1213,597
2025-03-07T20:23:31.6574922-05:00,764,391
2025-03-07T20:23:32.2801226-05:00,637,696
2025-03-07T20:23:32.9957252-05:00,1011,877
2025-03-07T20:23:33.6905657-05:00,558,377
2025-03-07T20:23:34.5208468-05:00,1377,154
2025-03-07T20:23:35.1679881-05:00,1187,754
2025-03-07T20:23:36.1264721-05:00,39,575
2025-03-07T20:23:37.0188827-05:00,188,65
2025-03-07T20:23:37.9756134-05:00,1180,781
2025-03-07T20:23:38.8756448-05:00,913,99
2025-03-07T20:23:39.8426935-05:00,233,216
2025-03-07T20:23:40.9056863-05:00,1759,1153
2025-03-07T20:23:41.8258182-05:00,1382,433
2025-03-07T20:23:42.6107587-05:00,880,634
2025-03-07T20:23:43.3553664-05:00,685,811
2025-03-07T20:23:44.5252572-05:00,36,66
2025-03-07T20:23:45.6018053-05:00,1135,527
2025-03-07T20:23:46.6602496-05:00,74,1129
2025-03-07T20:23:47.6501771-05:00,1632,91
2025-03-07T20:23:48.6125509-05:00,352,615
2025-03-07T20:23:49.3836599-05:00,566,338
2025-03-07T20:23:50.2665337-05:00,1154,532
2025-03-07T20:23:51.2125645-05:00,205,1014
2025-03-07T20:23:51.8686846-05:00,1237,1124
2025-03-07T20:23:52.8152010-05:00,490,1040
2025-03-07T20:23:53.6018520-05:00,426,731
2025-03-07T20:23:54.5852425-05:00,1230,978
2025-03-07T20:23:55.4359340-05:00,615,574
2025-03-07T20:23:56.8582096-05:00,1397,1060
2025-03-07T20:23:57.9260503-05:00,46,683
2025-03-07T20:23:58.8971255-05:00,91,946
2025-03-07T20:24:00.0094420-05:00,1623,629
2025-03-07T20:24:00.8986227-05:00,1135,828
2025-03-07T20:24:01.7441959-05:00,529,1131
2025-03-07T20:24:02.6523394-05:00,1652,837
2025-03-07T20:24:03.5099610-05:00,1168,235
2025-03-07T20:24:04.4603532-05:00,1866,665
2025-03-07T20:24:05.1891822-05:00,1824,634
2025-03-07T20:24:06.0044125-05:00,888,638
2025-03-07T20:24:06.9499354-05:00,1865,564
2025-03-07T20:24:07.8873618-05:00,620,676
2025-03-07T20:24:08.8558819-05:00,1855,210
2025-03-07T20:24:09.6991207-05:00,741,874
2025-03-07T20:24:10.4897915-05:00,1547,411
2025-03-07T20:24:11.3704630-05:00,691,234
2025-03-07T20:24:12.2731141-05:00,287,945
2025-03-07T20:24:13.0528706-05:00,596,610
2025-03-07T20:24:14.0750075-05:00,1737,1144
2025-03-07T20:24:15.0641610-05:00,1629,1147
2025-03-07T20:24:15.8454701-05:00,1026,1075
2025-03-07T20:24:16.9227381-05:00,558,298
2025-03-07T20:24:17.9254770-05:00,782,1086
2025-03-07T20:24:18.7593598-05:00,1360,755
2025-03-07T20:24:19.6583105-05:00,98,971
2025-03-07T20:24:20.3789378-05:00,476,803
2025-03-07T20:24:21.2854035-05:00,272,1149
2025-03-07T20:24:22.0850778-05:00,691,565
2025-03-07T20:24:22.9923520-05:00,1580,529
2025-03-07T20:24:23.7298461-05:00,747,434
2025-03-07T20:24:24.4829558-05:00,707,704
2025-03-07T20:24:25.4012485-05:00,1778,660
2025-03-07T20:24:26.2016818-05:00,1473,240
2025-03-07T20:24:27.0185244-05:00,591,1022
2025-03-07T20:24:28.3282291-05:00,1391,1123
2025-03-07T20:24:29.1051634-05:00,734,402
2025-03-07T20:24:29.8708779-05:00,1221,629
2025-03-07T20:24:30.6615158-05:00,1437,471
2025-03-07T20:24:31.4469337-05:00,569,831
2025-03-07T20:24:32.2052397-05:00,1151,581
2025-03-07T20:24:32.9046205-05:00,979,970
2025-03-07T20:24:33.6355686-05:00,1173,445
2025-03-07T20:24:34.4497566-05:00,1640,508
2025-03-07T20:24:35.3420423-05:00,366,594
2025-03-07T20:24:36.0725681-05:00,795,651
2025-03-07T20:24:36.8524717-05:00,813,682
2025-03-07T20:24:37.7836716-05:00,1861,101
2025-03-07T20:24:38.5770313-05:00,980,776
2025-03-07T20:24:39.3820316-05:00,1351,870
2025-03-07T20:24:40.1230018-05:00,1530,380
2025-03-07T20:24:40.9878460-05:00,153,1082
2025-03-07T20:24:41.8186340-05:00,1509,939
2025-03-07T20:24:42.7036988-05:00,107,1135
2025-03-07T20:24:43.4848824-05:00,1072,652
2025-03-07T20:24:44.2930414-05:00,708,253
2025-03-07T20:24:45.1940941-05:00,1117,960
2025-03-07T20:24:45.9155562-05:00,1547,690
2025-03-07T20:24:47.0699169-05:00,164,306
2025-03-07T20:24:48.4876100-05:00,1199,599
2025-03-07T20:24:49.3193874-05:00,951,197
2025-03-07T20:24:50.1052938-05:00,693,156
2025-03-07T20:24:51.0246961-05:00,1854,380
2025-03-07T20:24:51.8587884-05:00,1885,647
2025-03-07T20:24:52.6480712-05:00,608,1153
2025-03-07T20:24:53.4431904-05:00,502,515
2025-03-07T20:24:54.2508208-05:00,531,170
2025-03-07T20:24:55.0633860-05:00,983,104
2025-03-07T20:24:55.9012689-05:00,1037,649
2025-03-07T20:24:56.7217166-05:00,791,81
2025-03-07T20:24:57.5799524-05:00,289,182
2025-03-07T20:24:58.3402672-05:00,470,697
2025-03-07T20:24:59.0504162-05:00,853,561
2025-03-07T20:24:59.8164035-05:00,806,141
2025-03-07T20:25:00.6655671-05:00,116,817
2025-03-07T20:25:01.5302732-05:00,1349,900
2025-03-07T20:25:02.2583947-05:00,1469,460
2025-03-07T20:25:03.4755173-05:00,124,970
2025-03-07T20:25:04.4180793-05:00,1768,1057
2025-03-07T20:25:05.1010445-05:00,1232,525
2025-03-07T20:25:07.2764430-05:00,256,448
2025-03-07T20:25:09.2152735-05:00,240,1110
2025-03-07T20:25:10.5797551-05:00,889,735
2025-03-07T20:25:11.9735807-05:00,1114,831
2025-03-07T20:25:12.6403680-05:00,838,969
2025-03-07T20:25:13.5513873-05:00,1810,522
2025-03-07T20:25:14.5350155-05:00,180,366
2025-03-07T20:25:15.3561856-05:00,1199,545
2025-03-07T20:25:16.1492082-05:00,1477,271
2025-03-07T20:25:17.2559833-05:00,1384,321
2025-03-07T20:25:18.9142811-05:00,1476,973
2025-03-07T20:25:19.9529128-05:00,199,229
2025-03-07T20:25:20.9378001-05:00,523,649
2025-03-07T20:25:21.7892567-05:00,526,964
2025-03-07T20:25:22.6441212-05:00,42,731
2025-03-07T20:25:23.5747253-05:00,1574,400
2025-03-07T20:25:24.3548972-05:00,1650,594
2025-03-07T20:25:25.1897983-05:00,1183,267
2025-03-07T20:25:26.0357697-05:00,785,1074
2025-03-07T20:25:26.8396455-05:00,1330,680
2025-03-07T20:25:28.2475793-05:00,1623,931
2025-03-07T20:25:29.2056553-05:00,142,141
2025-03-07T20:25:30.0672426-05:00,625,1080
2025-03-07T20:25:32.1823348-05:00,1557,468
2025-03-07T20:25:33.1585984-05:00,768,445
2025-03-07T20:25:34.9605188-05:00,1612,610
2025-03-07T20:25:35.8217814-05:00,1712,1165
2025-03-07T20:25:36.7653058-05:00,1446,211
2025-03-07T20:25:37.8851410-05:00,1371,872
2025-03-07T20:25:38.8937842-05:00,1802,602
2025-03-07T20:25:39.9487888-05:00,851,959
2025-03-07T20:25:40.9635815-05:00,1396,500
2025-03-07T20:25:41.8768509-05:00,1624,1106
2025-03-07T20:25:43.0003909-05:00,320,670
2025-03-07T20:25:44.1937991-05:00,1874,394
2025-03-07T20:25:45.2897014-05:00,50,622
2025-03-07T20:25:46.1630816-05:00,544,324
2025-03-07T20:25:47.5551228-05:00,491,908
2025-03-07T20:25:49.0409005-05:00,1721,263
2025-03-07T20:25:50.2822220-05:00,1690,286
2025-03-07T20:25:51.4082240-05:00,143,578
2025-03-07T20:25:52.5784363-05:00,1715,246
2025-03-07T20:25:53.6088029-05:00,315,480
2025-03-07T20:25:54.5893160-05:00,1277,38
2025-03-07T20:25:55.6121109-05:00,1804,752
2025-03-07T20:25:56.5339523-05:00,1162,870
2025-03-07T20:25:57.4202321-05:00,1216,169
2025-03-07T20:25:58.3032210-05:00,546,322
2025-03-07T20:25:59.3046788-05:00,1640,292
2025-03-07T20:26:00.2047441-05:00,1606,983
2025-03-07T20:26:01.2942402-05:00,51,903
2025-03-07T20:26:02.2490468-05:00,1180,1007
2025-03-07T20:26:03.2964762-05:00,503,723
2025-03-07T20:26:04.1419853-05:00,652,570
2025-03-07T20:26:05.0512466-05:00,1428,484
2025-03-07T20:26:06.0667829-05:00,159,83
2025-03-07T20:26:07.2665827-05:00,1882,561
2025-03-07T20:26:08.4054582-05:00,1065,795
2025-03-07T20:26:09.2885760-05:00,732,545
2025-03-07T20:26:10.3575157-05:00,294,671
2025-03-07T20:26:11.2549449-05:00,125,582
2025-03-07T20:26:12.0539019-05:00,211,503
2025-03-07T20:26:12.8536303-05:00,130,589
2025-03-07T20:26:13.5934740-05:00,309,384
2025-03-07T20:26:14.4729949-05:00,412,186
2025-03-07T20:26:15.6219716-05:00,1662,669
2025-03-07T20:26:16.7273071-05:00,461,1115
2025-03-07T20:26:17.6677016-05:00,1198,964
2025-03-07T20:26:18.6764110-05:00,1137,470
2025-03-07T20:26:19.6557195-05:00,1448,447
2025-03-07T20:26:20.7065829-05:00,1322,931
2025-03-07T20:26:21.7366048-05:00,269,532
2025-03-07T20:26:22.6892012-05:00,1324,431
2025-03-07T20:26:23.7266907-05:00,361,613
2025-03-07T20:26:24.6555898-05:00,693,526
2025-03-07T20:26:25.5748975-05:00,1135,1168
2025-03-07T20:26:26.6380785-05:00,1130,927
2025-03-07T20:26:27.6252524-05:00,1318,1171
2025-03-07T20:26:28.8758152-05:00,1721,234
2025-03-07T20:26:30.7049465-05:00,302,50
2025-03-07T20:26:31.7560422-05:00,437,697
2025-03-07T20:26:32.7441533-05:00,90,397
2025-03-07T20:26:33.6936861-05:00,381,851
2025-03-07T20:26:34.5435260-05:00,337,493
2025-03-07T20:26:35.4035958-05:00,742,370
2025-03-07T20:26:36.3377775-05:00,450,536
2025-03-07T20:26:37.4340550-05:00,474,1054
2025-03-07T20:26:38.7342472-05:00,1782,874
2025-03-07T20:26:39.7575787-05:00,947,742
2025-03-07T20:26:40.7657615-05:00,829,177
2025-03-07T20:26:41.6731149-05:00,634,533
2025-03-07T20:26:42.4814721-05:00,904,904
2025-03-07T20:26:43.3777004-05:00,1380,879
2025-03-07T20:26:44.3103596-05:00,1355,559
2025-03-07T20:26:45.1874456-05:00,1000,645
2025-03-07T20:26:46.9468673-05:00,212,890
2025-03-07T20:26:47.8787282-05:00,307,167
2025-03-07T20:26:48.8386194-05:00,1120,306
2025-03-07T20:26:49.8585211-05:00,1636,458
2025-03-07T20:26:51.0677336-05:00,1125,741
2025-03-07T20:26:52.0680681-05:00,167,500
2025-03-07T20:26:53.0742886-05:00,1476,976
2025-03-07T20:26:53.8575552-05:00,1439,634
2025-03-07T20:26:55.7997092-05:00,159,568
2025-03-07T20:26:56.6947593-05:00,1162,935
2025-03-07T20:26:58.3038608-05:00,1558,558
2025-03-07T20:26:59.2681012-05:00,1697,208
2025-03-07T20:27:00.7161421-05:00,1095,997
2025-03-07T20:27:01.6188971-05:00,1081,248
2025-03-07T20:27:02.5250000-05:00,751,437
2025-03-07T20:27:03.4305042-05:00,922,117
2025-03-07T20:27:04.4795710-05:00,50,877
2025-03-07T20:27:05.2546131-05:00,296,480
2025-03-07T20:27:06.3071303-05:00,1467,796
2025-03-07T20:27:07.2296177-05:00,1460,932
2025-03-07T20:27:08.0751628-05:00,1244,532
2025-03-07T20:27:09.5595193-05:00,964,1059
2025-03-07T20:27:10.4921862-05:00,1381,173
2025-03-07T20:27:12.2280199-05:00,40,407
2025-03-07T20:27:13.8424785-05:00,819,136
2025-03-07T20:27:15.0592052-05:00,1228,621
2025-03-07T20:27:15.9185083-05:00,341,799
2025-03-07T20:27:16.8239953-05:00,1735,234
2025-03-07T20:27:17.4911242-05:00,1341,647
2025-03-07T20:27:18.6915456-05:00,1704,1002
2025-03-07T20:27:19.5110685-05:00,916,909
2025-03-07T20:27:20.3696288-05:00,1611,137
2025-03-07T20:27:21.2644509-05:00,538,513
2025-03-07T20:27:22.0624256-05:00,1031,487
2025-03-07T20:27:22.9528458-05:00,312,198
2025-03-07T20:27:23.7649598-05:00,1257,496
2025-03-07T20:27:24.4347540-05:00,1029,904
2025-03-07T20:27:25.3909141-05:00,1468,887
2025-03-07T20:27:26.1018048-05:00,1411,163
2025-03-07T20:27:27.2091981-05:00,76,329
2025-03-07T20:27:28.1693857-05:00,1868,781
2025-03-07T20:27:28.9156274-05:00,1730,80
2025-03-07T20:27:29.8237845-05:00,45,890
2025-03-07T20:27:30.9690973-05:00,785,1156
2025-03-07T20:27:31.7338152-05:00,1113,269
2025-03-07T20:27:32.6397397-05:00,1356,916
2025-03-07T20:27:33.3843169-05:00,1006,915
2025-03-07T20:27:34.6989383-05:00,1722,1032
2025-03-07T20:27:35.4421014-05:00,1099,796
2025-03-07T20:27:36.1566919-05:00,1019,973
2025-03-07T20:27:37.2638001-05:00,536,306
